A.J. Fox,KSEE/NBC,8/29/22,2022,August,CA,CM,ClimateShiftIndex,CM,,ClimateShiftIndex,Amy,0,0,0,0,0,,,0,,3,"5:12:00 PM, 11:15PM on 29th; 11:15PM on 30th",IQ,Found,31164,156,,3,3,0,,,,,
A.J. Fox,KSEE/NBC,8/18/22,2022,August,CA,CM,WeatherPower,CC,,,Maria,0,0,0,0,0,,,0,,1,5:14 PM,IQ,Found,19018,97,,1,0,0,,,,,
A.J. Fox,KSEE/NBC,8/1/22,2022,August,CA,CM,WeatherPower,CM,,WeatherPower_Solar,Amy,0,0,0,0,23,On air,,0,,117,Times on separate sheet,IQ,Found,1540287,7471,,140,140,0,,,,,
A.J. Fox,KGPE/CBS,8/1/22,2022,August,CA,CM,WeatherPower,CM,,WeatherPower_Solar,Amy,0,0,0,0,0,,,0,,92,Times on separate sheet,IQ,Found,1089637,5375,,92,92,0,,,,,
Adam Del Rosso,Accuweather,8/11/22,2022,August,National,,"2022Attribution, ClimateShiftIndex",CM,,"2022Attribution_BellCurve, ClimateShiftIndex",Joseph,0,0,0,0,0,,,0,,2,"8:18 PM, 9:18 PM",IQ,Found,0,0,Y,2,2,0,,,"Clip too long for Kinetiq, Andy interview",,
Alan Auglis,Spectrum News Louisville,8/24/22,2022,August,KY,CM,2022WarmSummerNights,CM,,2022WarmSummerNights,Amy,0,0,0,0,0,,,0,,4,"5:43:00 PM, 6:43PM, 7:43PM, 8:44PM",CR,Station,0,0,,4,4,0,,,,,
Alex Kirchner,WREX/NBC,8/2/22,2022,August,IL,CM,2022ShiftingCities,CM,,2022ShiftingCities,"Joseph, Maria",0,0,0,0,0,,,0,,1,5:19 PM,IQ,Zero,7184,101,Y,1,1,0,,,"Filled in with info from Critical Mention (ie.: content, graphics)",,
Alex Wasilenko,WVNY/ABC,8/22/22,2022,August,VT,CM,"2020HumidHeatDays, 2021HeatStress",CM,,"2020HumidHeatDays_Regional, 2020HumidHeatDays_States, 2021HeatStress_Thermometer",Maria,0,0,0,0,0,,,0,,1,6:18:00 AM,IQ,Found,4861,33,Y,1,1,0,,Download,,,
Alex Wasilenko,WFFF/FOX,8/22/22,2022,August,VT,CM,"2020HumidHeatDays, 2021HeatStress",CM,,"2020HumidHeatDays_Regional, 2020HumidHeatDays_States, 2021HeatStress_Thermometer",Maria,0,0,0,0,0,,,0,,1,8:17 AM,IQ,Found,4248,28,Y,1,1,0,,,,,
Alex Wasilenko,WVNY/ABC,8/15/22,2022,August,NC,CM,2019TreesUpdate,CM,,2019TreesUpdate,Joseph,0,0,0,0,0,,,0,,1,6:17 AM,IQ,Found,4874,33,Y,1,1,0,,,,,
Alex Wasilenko,WFFF/FOX,8/15/22,2022,August,NC,CM,2019TreesUpdate,CM,,2019TreesUpdate,Joseph,0,0,0,0,0,,,0,,1,8:20 AM,IQ,Found,4245,28,Y,1,1,0,,,,,
Alex Wasilenko,WNCT/CBS,8/29/22,2022,August,NC,CM,2022ClimatePerception,CM,,,Amy,0,0,0,0,0,,,0,,1,6:27 AM,Broad search,,0,0,,1,1,0,,,,,
Allyson Henning,WFLA/NBC,8/4/22,2022,August,FL,,2022ShiftingCities,CM,,,Joseph,0,0,0,0,0,,,0,,1,6:37 AM,IQ,Found,56770,513,Y,1,1,0,,,,,
Allyson Henning,WTTA/MNT,8/4/22,2022,August,FL,,2022ShiftingCities,CM,,,Maria,0,0,0,0,0,,,0,,1,6:37 AM,CR,,0,0,Y,1,1,0,,,,,
Allyson Rae,WBBH/NBC,8/16/22,2022,August,FL,CM,2020Hurricanes,CM,,2017Hurricanes_Graph,Joseph,0,0,0,0,0,,,0,,1,5:18 PM,IQ,Found,22347,424,Y,1,1,0,,,,,
Allyson Rae,WBBH/NBC,8/18/22,2022,August,FL,CM,2021SLRSeniors,CM,,2021SLRSeniors_Info,Maria,0,0,0,0,0,,,0,,1,6:19 PM,IQ,Found,38130,723,,1,1,0,,,,,
Amelia Draper,WRC/NBC,8/3/22,2022,August,DC,CM,2022HumidHeat,CM,,"2022HumidHeat_DryHeat, 2022HumidHeat_HumidHeat",Maria,0,0,0,0,0,,,0,,1,4:40 PM,Broad search,Station,0,0,Y,1,1,0,,,,,
Amelia Draper,WRC/NBC,8/2/22,2022,August,DC,CM,"2020Hurricanes, 2018Downpours, 2022MentalHealth",CM,,"2017Hurricanes_Graph, 2018Downpours_1inch, 2021BDD_DaysBetween",Joseph,0,0,0,0,0,,,0,,2,"4:33 PM, 6:39 PM",IQ,Found,230470,11637,Y,2,2,0,,,,,
Amelia Draper,WRC/NBC,8/31/22,2022,August,DC,CM,2022FallPackage,CM,,2022FallPackage_Map,Amy,0,0,0,0,0,,,0,,1,4:40 PM,Broad search,,0,0,,1,1,0,,,,,
Anne Thompson,WHIZ/NBC,8/9/22,2022,August,OH,,2022PrecipNormals,CM,,,Joseph,0,0,0,0,0,,,0,,1,1:49 AM,IQ,Found,232,10,Y,1,1,0,,,,,
Anne Thompson,WBKB/FOX,8/9/22,2022,August,MI,,2022PrecipNormals,CM,,,Joseph,0,0,0,0,0,,,0,,2,"1:49 AM, 2:26 AM",IQ,Found,115,21,Y,2,2,0,,,,,
Anne Thompson,KWQC/NBC,8/9/22,2022,August,FL,,2022PrecipNormals,CM,,,Joseph,0,0,0,0,0,,,0,,1,12:49 AM,IQ,Found,2251,32,Y,1,1,0,,,,,
Anne Thompson,WMGT/NBC,8/9/22,2022,August,GA,,2022PrecipNormals,CM,,,Joseph,0,0,0,0,0,,,0,,1,1:49 AM,IQ,Found,1769,13,Y,1,1,0,,,,,
Anne Thompson,WAVY/NBC,8/9/22,2022,August,VA,,2022PrecipNormals,CM,,,Joseph,0,0,0,0,0,,,0,,1,2:26 AM,IQ,Found,4327,28,Y,1,1,0,,,,,
Anne Thompson,WECT/NBC,8/9/22,2022,August,DE,,2022PrecipNormals,CM,,,Joseph,0,0,0,0,0,,,0,,1,2:26 AM,IQ,Found,1265,13,Y,1,1,0,,,,,
Anne Thompson,WAGT/NBC,8/8/22,2022,August,GA,,2022HourlyRainfall,CM,,,Maria,0,0,0,0,0,,,0,,2,6:38:00 PM on 8th; 2:25 AM on 9th,CR,,0,0,,2,2,0,,,,,
Anne Thompson,KCBD/NBC,8/8/22,2022,August,TX,,2022HourlyRainfall,CM,,,Maria,0,0,0,0,0,,,0,,1,6:16 PM,CR,,0,0,,1,1,0,,,,,
Anne Thompson,NBCNN,8/8/22,2022,August,National,,2022HourlyRainfall,CM,,,Maria,0,0,0,0,0,,,0,,5,"7:04 PM, 10:10 PM on 8th; 12:14 AM, 1:10 AM, 1:52 AM on 9th",CR,,0,0,,5,5,0,,,,,
Anne Thompson,WNBC,8/8/22,2022,August,NY,,2022HourlyRainfall,CM,,,Maria,0,0,0,0,0,,,0,,2,6:38:00 PM on 8th; 2:16 AM on 9th,CR,,0,0,,2,2,0,,,,,
Anne Thompson,KCWY/NBC,8/9/22,2022,August,WY,,2022HourlyRainfall,CM,,,Maria,0,0,0,0,0,,,0,,1,12:48 AM,CR,,0,0,,1,1,0,,,,,
Anthony Yanez,KPRC/NBC,8/26/22,2022,August,TX,CM,2017WhiteChristmas,CM,,2017WhiteChristmas_HurricaneHarvey,Amy,0,0,0,0,0,,,0,,2,"6:45:00 AM, 11:18AM",IQ,Found,103698,966,Y,2,2,0,,Downloaded,"Bern, Andy interview",,
Anthony Yanez,KPRC/NBC,8/15/22,2022,August,TX,CM,2022HumidHeat,CM,,2022HumidHeat_HumidHeat,Joseph,0,0,0,0,0,,,0,,1,12:16 PM,IQ,Found,0,0,,1,1,0,,Download,,,
April Baker,KSTU/FOX,8/4/22,2022,August,UT,,2022ShiftingCities,CM,,,Maria,0,0,0,0,0,,,0,,2,"4:40:00 AM, 5:10 AM",CR,,0,0,Y,2,2,0,,,,,
Ashley Holt,Lx/NBC,8/30/22,2022,August,National,,2022HourlyRainfall,CM,,"2022HourlyRainfall_Local, 2022HourlyRainfall_Map",Amy,0,0,0,0,0,,,0,,2,10:10:00 PM on 30th; 3:10AM on 31st,CR,Station,0,0,Y,2,2,0,,Downloaded,Daniel interview,,
Ben Reppert,PCNTV,8/4/22,2022,August,National,CM,ClimateShiftIndex,CM,,,Maria,0,0,0,0,0,,,0,,1,5:50 PM,CR,Station,0,0,,1,1,0,,,,,
Bill Ritter,WABC/ABC,8/2/22,2022,August,National,,2022ShiftingCities,CM,,,Amy,0,0,0,0,0,,,0,,1,6:19 PM,Broad search,,0,0,,1,1,0,,,,,
Bill Wadell,Accuweather,8/3/22,2022,August,National,,"2022HourlyRainfall, 2021CO2Peak",CM,,"2022HourlyRainfall_Local, 2022HourlyRainfall_Map, 2021CO2Peak_Temps",Joseph,0,0,0,0,0,,,0,,12,"8:45 PM, 9:45 PM on 3rd; 10:41 AM, 10:56 AM, 4:17 PM, 4:32 PM, 4:47 PM, 5:01 PM on 4th; 2:17 PM, 2:32 PM, 2:47 PM, 3:01 PM on 5th",Broad search,Found,0,0,Y,12,12,0,,,,,
Bradon Long,WPMT/FOX,8/16/22,2022,August,PA,CM,"2022SummerPackage, 2022Attribution",CM,,"2022SummerPackage_AvgT, 2022Attribution_BellCurve",Amy,0,0,0,0,0,,,0,,6,"4:16:00 PM, 5:17PM, 10:19PM on 16th; 4:18AM, 5:47AM, 7:47AM on 17th",Broad search,,0,0,Y,6,6,0,,Downloaded,,,
Brie Groves,KOAA/NBC,8/4/22,2022,August,CO,,2022ShiftingCities,CM,,,"Joseph, Maria",0,0,0,0,0,,,0,,2,"5:47:00 AM, 6:31 AM",IQ,Found,2471,23,Y,2,2,0,,,,,
Burton Fitzsimmons,Spectrum News Austin,8/3/22,2022,August,TX,CM,2022MonthlyTrend,CC,Y,2022JulyWarming,Maria,0,0,0,0,0,,,0,,3,"5:11 PM, 6:11 PM, 8:11 PM",CR,,0,0,,3,0,0,,,,,
Chase Cain,KNTV/NBC,8/10/22,2022,August,GA,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,2,"4:18 PM, 5:38 PM",IQ,Found,122551,2311,Y,2,2,2,,Download,Bern Interview,,
Chase Cain,KNSD/NBC,8/10/22,2022,August,CA,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,6:44 PM,IQ,Found,49455,626,Y,1,1,1,,,Bern Interview,,
Chase Cain,KNSD/NBC,8/14/22,2022,August,VA,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,6:16 AM,IQ,Found,749,15,Y,1,1,1,,,Bern Interview,,
Chase Cain,WILX/NBC,8/14/22,2022,August,MI,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,2,"6:10 AM, 10:09 AM",IQ,Found,7159,60,Y,2,2,2,,,Bern Interview,,
Chase Cain,WBBH/NBC,8/14/22,2022,August,FL,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,3,"6:14 AM, 7:14 AM on 14th; 12:40 PM on 15th",IQ,Found,27063,91,Y,3,3,3,,,Bern Interview,,
Chase Cain,WBRE/NBC,8/14/22,2022,August,PA,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,2,"7:55 AM, 9:55 AM",IQ,Found,11069,59,Y,2,2,2,,,Bern Interview,,
Chase Cain,WCSH,8/14/22,2022,August,OR,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,7:18 AM,IQ,Found,6338,44,Y,1,1,1,,,Bern Interview,,
Chase Cain,WLBZ/NBC,8/14/22,2022,August,ME,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,7:18 AM,IQ,Found,2051,19,Y,1,1,1,,,Bern Interview,,
Chase Cain,KSNW/NBC,8/14/22,2022,August,KS,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,2,"6:50 AM, 7:48 AM",IQ,Found,9676,91,Y,2,2,2,,,Bern Interview,,
Chase Cain,KXAN/NBC,8/14/22,2022,August,TX,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,5,"6:16 AM, 8:15 AM, 10:13 AM on 14th; 7:22 AM, 8:22 AM on 15th",IQ,Found,28130,444,Y,5,5,5,,,Bern Interview,,
Chase Cain,WIS/NBC,8/14/22,2022,August,SC,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,6:50 AM,IQ,Found,7197,56,Y,1,1,1,,,Bern Interview,,
Chase Cain,KRIS/NBC,8/14/22,2022,August,TX,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,2,"6:16 AM, 8:15 AM",IQ,Found,1262,9,Y,2,2,2,,,Bern Interview,,
Chase Cain,KTKA/NBC,8/14/22,2022,August,KS,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,6:16 AM,IQ,Found,1664,15,Y,1,1,1,,,Bern Interview,,
Chase Cain,WDIV/NBC,8/14/22,2022,August,MI,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,8:40 AM,IQ,Found,56130,493,Y,1,1,1,,,Bern Interview,,
Chase Cain,WYOU/NBC,8/14/22,2022,August,PA,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,8:55 AM,IQ,Found,11302,61,Y,1,1,1,,,Bern Interview,,
Chase Cain,WMCD/NBC,8/14/22,2022,August,TN,CMN,"ClimateShiftIndex, BernInterview",CMN,,ClimateShiftIndex,Joseph,0,0,0,0,0,,,0,,1,8:16 AM,IQ,Found,10449,49,Y,1,1,1,,,Bern Interview,,
